"Test","p_value"
"Interaction AB",0.3309
"Interaction AB",0.2619
"Interaction AB",0.9686
"Interaction AB",0.16
"Interaction AB",0.0776
"Interaction AB",0.2192
"Interaction AB",0.403
"Interaction AB",0.7019
"Interaction AB",0.095
"Interaction AB",0.1265
"Interaction AB",0.4111
"Interaction AB",0.2082
"Interaction AB",0.0692
"Interaction AB",0.1323
"Interaction AB",0.8654
"Interaction AB",0.7955
"Interaction AB",0.409
"Interaction AB",0.4009
"Interaction AB",0.1204
"Interaction AB",0.4862
"Interaction AB",0.765
"Interaction AB",0.3049
"Interaction AB",0.3316
"Interaction AB",0.5564
"Interaction AB",0.1995
"Interaction AB",0.0959
"Interaction AB",0.742
"Interaction AB",0.706
"Interaction AB",0.1282
"Interaction AB",0.9697
"Interaction AB",0.4066
"Interaction AB",0.5644
"Interaction AB",0.5223
"Interaction AB",0.6159
"Interaction AB",0.9755
"Interaction AB",0.6215
"Interaction AB",0.0125
"Interaction AB",0.4291
"Interaction AB",0.8714
"Interaction AB",0.2541
"Interaction AB",0.1759
"Interaction AB",0.2063
"Interaction AB",0.1859
"Interaction AB",0.8116
"Interaction AB",0.2187
"Interaction AB",0.5631
"Interaction AB",0.9163
"Interaction AB",0.69
"Interaction AB",0.2414
"Interaction AB",0.2586
"Interaction AB",0.0458
"Interaction AB",0.1577
"Interaction AB",0.00649999999999995
"Interaction AB",0.9794
"Interaction AB",0.9111
"Interaction AB",1
"Interaction AB",0.3685
"Interaction AB",0.4526
"Interaction AB",0.3346
"Interaction AB",0.8607
"Interaction AB",0.6343
"Interaction AB",0.8655
"Interaction AB",0.1321
"Interaction AB",0.626
"Interaction AB",0.3894
"Interaction AB",0.9872
"Interaction AB",0.7473
"Interaction AB",0.0879
"Interaction AB",0.1479
"Interaction AB",0.2167
"Interaction AB",0.7974
"Interaction AB",0.1851
"Interaction AB",0.3063
"Interaction AB",0.0471
"Interaction AB",0.308
"Interaction AB",0.0821
"Interaction AB",0.1021
"Interaction AB",0.0592
"Interaction AB",0.5611
"Interaction AB",0.9021
"Interaction AB",0.8316
"Interaction AB",0.9124
"Interaction AB",0.7194
"Interaction AB",0.1219
"Interaction AB",0.1074
"Interaction AB",0.9003
"Interaction AB",0.9761
"Interaction AB",0.3275
"Interaction AB",0.588
"Interaction AB",0.8266
"Interaction AB",0.2054
"Interaction AB",0.3571
"Interaction AB",0.8498
"Interaction AB",0.4242
"Interaction AB",0.254
"Interaction AB",0.6789
"Interaction AB",0.025
"Interaction AB",0.002
"Interaction AB",0.3743
"Interaction AB",0.9908
"Interaction AB",0.7779
"Interaction AB",0.4399
"Interaction AB",0.1308
"Interaction AB",0.1354
"Interaction AB",0.2663
"Interaction AB",0.3317
"Interaction AB",0.7406
"Interaction AB",0.2858
"Interaction AB",0.399
"Interaction AB",0.2638
"Interaction AB",0.6647
"Interaction AB",0.6923
"Interaction AB",0.4401
"Interaction AB",0.6757
"Interaction AB",0.0261
"Interaction AB",0.2335
"Interaction AB",0.4738
"Interaction AB",0.9024
"Interaction AB",0.7888
"Interaction AB",0.4953
"Interaction AB",0.1228
"Interaction AB",0.5181
"Interaction AB",0.0555
"Interaction AB",0.253
"Interaction AB",0.8451
"Interaction AB",0.8114
"Interaction AB",0.9052
"Interaction AB",0.1699
"Interaction AB",0.1506
"Interaction AB",0.4372
"Interaction AB",0.424
"Interaction AB",0.3336
"Interaction AB",0.6838
"Interaction AB",0.0983000000000001
"Interaction AB",0.2554
"Interaction AB",0.586
"Interaction AB",0.1474
"Interaction AB",0.2186
"Interaction AB",0.4689
"Interaction AB",0.1022
"Interaction AB",0.3263
"Interaction AB",0.3127
"Interaction AB",0.1255
"Interaction AB",0.8967
"Interaction AB",0.2816
"Interaction AB",0.5554
"Interaction AB",0.1467
"Interaction AB",0.9068
"Interaction AB",0.274
"Interaction AB",0.5715
"Interaction AB",0.426
"Interaction AB",0.9711
"Interaction AB",0.2184
"Interaction AB",0.5151
"Interaction AB",0.132
"Interaction AB",0.3256
"Interaction AB",0.9388
"Interaction AB",0.4744
"Interaction AB",0.565
"Interaction AB",0.8864
"Interaction AB",0.9313
"Interaction AB",0.9836
"Interaction AB",0.6261
"Interaction AB",0.3428
"Interaction AB",0.6526
"Interaction AB",0.1503
"Interaction AB",0.2536
"Interaction AB",0.4243
"Interaction AB",0.2246
"Interaction AB",0.3985
"Interaction AB",0.5678
"Interaction AB",0.6657
"Interaction AB",0.1755
"Interaction AB",0.9741
"Interaction AB",0.4184
"Interaction AB",0.0141
"Interaction AB",0.073
"Interaction AB",0.4328
"Interaction AB",0.2585
"Interaction AB",0.3116
"Interaction AB",0.5068
"Interaction AB",0.7298
"Interaction AB",0.4175
"Interaction AB",0.9377
"Interaction AB",0.2518
"Interaction AB",0.8303
"Interaction AB",0.0911
"Interaction AB",0.3738
"Interaction AB",0.4737
"Interaction AB",0.2601
"Interaction AB",0.0654
"Interaction AB",0.5863
"Interaction AB",0.5491
"Interaction AB",0.0931
"Interaction AB",0.0575
"Interaction AB",0.6362
"Interaction AB",0.8167
"Interaction AB",0.9687
"Interaction AB",0.7548
"Interaction AB",0.3066
"Interaction AB",0.0641
"Interaction AB",0.4486
"Interaction AB",0.7923
"Interaction AB",0.1339
"Interaction AB",0.275
"Interaction AB",0.0165999999999999
"Interaction AB",0.2704
"Interaction AB",0.4955
"Interaction AB",0.2968
"Interaction AB",0.6036
"Interaction AB",0.9523
"Interaction AB",0.6222
"Interaction AB",0.7732
"Interaction AB",0.6098
"Interaction AB",0.0276999999999999
"Interaction AB",0.5946
"Interaction AB",0.9022
"Interaction AB",0.1038
"Interaction AB",0.1144
"Interaction AB",0.6599
"Interaction AB",0.1247
"Interaction AB",0.7012
"Interaction AB",0.3073
"Interaction AB",0.1363
"Interaction AB",0.0815
"Interaction AB",0.3172
"Interaction AB",0.6326
"Interaction AB",0.2234
"Interaction AB",0.7015
"Interaction AB",0.9591
"Interaction AB",0.7707
"Interaction AB",0.238
"Interaction AB",0.1292
"Interaction AB",0.3202
"Interaction AB",0.8288
"Interaction AB",0.3344
"Interaction AB",0.7481
"Interaction AB",0.9539
"Interaction AB",0.5123
"Interaction AB",0.2314
"Interaction AB",0.9783
"Interaction AB",0.3485
"Interaction AB",0.0755
"Interaction AB",0.2724
"Interaction AB",0.8131
"Interaction AB",0.3163
"Interaction AB",0.5726
"Interaction AB",0.7037
"Interaction AB",0.1068
"Interaction AB",0.42
"Interaction AB",0.7298
"Interaction AB",0.9243
"Interaction AB",0.7836
"Interaction AB",0.8438
"Interaction AB",0.7644
"Interaction AB",0.5375
"Interaction AB",0.0194
"Interaction AB",0.652
"Interaction AB",0.8754
"Interaction AB",0.981
"Interaction AB",0.3874
"Interaction AB",0.1472
"Interaction AB",0.373
"Interaction AB",0.7292
"Interaction AB",0.3008
"Interaction AB",0.1005
"Interaction AB",0.5846
"Interaction AB",0.164
"Interaction AB",0.2092
"Interaction AB",0.3883
"Interaction AB",0.2426
"Interaction AB",0.6969
"Interaction AB",0.3383
"Interaction AB",0.6639
"Interaction AB",0.4814
"Interaction AB",0.5693
"Interaction AB",0.7873
"Interaction AB",0.1963
"Interaction AB",0.6913
"Interaction AB",0.9294
"Interaction AB",0.00970000000000004
"Interaction AB",0.327
"Interaction AB",0.5272
"Interaction AB",0.7033
"Interaction AB",0.9428
"Interaction AB",0.8133
"Interaction AB",0.611
"Interaction AB",0.2271
"Interaction AB",0.8874
"Interaction AB",0.3668
"Interaction AB",0.7448
"Interaction AB",0.7032
"Interaction AB",0.3997
"Interaction AB",0.2363
"Interaction AB",0.9521
"Interaction AB",0.8483
"Interaction AB",0.9482
"Interaction AB",0.0429
"Interaction AB",0.4009
"Interaction AB",0.2954
"Interaction AB",0.3314
"Interaction AB",0.4221
"Interaction AB",0.1951
"Interaction AB",0.886
"Interaction AB",0.206
"Interaction AB",0.1467
"Interaction AB",0.8786
"Interaction AB",0.1863
"Interaction AB",0.3384
"Interaction AB",0.7449
"Interaction AB",0.4843
"Interaction AB",0.8536
"Interaction AB",0.3211
"Interaction AB",0.9871
"Interaction AB",0.4883
"Interaction AB",0.4466
"Interaction AB",0.973
"Interaction AB",0.0659
"Interaction AB",0.00760000000000005
"Interaction AB",0.2028
"Interaction AB",0.874
"Interaction AB",0.5627
"Interaction AB",0.9447
"Interaction AB",0.436
"Interaction AB",0.8505
"Interaction AB",0.676
"Interaction AB",0.9271
"Interaction AB",0.989
"Interaction AB",0.2026
"Interaction AB",0.5551
"Interaction AB",0.2825
"Interaction AB",0.2117
"Interaction AB",0.6871
"Interaction AB",0.7439
"Interaction AB",0.3824
"Interaction AB",0.9893
"Interaction AB",0.9884
"Interaction AB",0.0334
"Interaction AB",0.2602
"Interaction AB",0.7246
"Interaction AB",0.432
"Interaction AB",0.7341
"Interaction AB",0.8789
"Interaction AB",0.4382
"Interaction AB",0.5575
"Interaction AB",0.8289
"Interaction AB",0.768
"Interaction AB",0.3294
"Interaction AB",0.555
"Interaction AB",0.8467
"Interaction AB",0.6705
"Interaction AB",0.0471
"Interaction AB",0.6686
"Interaction AB",0.5297
"Interaction AB",0.0682
"Interaction AB",0.7273
"Interaction AB",0.5642
"Interaction AB",0.5463
"Interaction AB",0.8932
"Interaction AB",0.0971
"Interaction AB",0.8245
"Interaction AB",0.428
"Interaction AB",0.0236
"Interaction AB",0.6603
"Interaction AB",0.5671
"Interaction AB",0.4833
"Interaction AB",0.0966
"Interaction AB",0.9391
"Interaction AB",0.5632
"Interaction AB",0.5778
"Interaction AB",0.0476
"Interaction AB",0.6132
"Interaction AB",0.1817
"Interaction AB",0.7105
"Interaction AB",0.3668
"Interaction AB",0.0634
"Interaction AB",0.1406
"Interaction AB",0.4368
"Interaction AB",0.1895
"Interaction AB",0.2589
"Interaction AB",0.00429999999999997
"Interaction AB",0.2212
"Interaction AB",0.9443
"Interaction AB",0.0226
"Interaction AB",0.2946
"Interaction AB",0.2743
"Interaction AB",0.4499
"Interaction AB",0.2407
"Interaction AB",0.8478
"Interaction AB",0.1974
"Interaction AB",0.4626
"Interaction AB",0.5447
"Interaction AB",0.4509
"Interaction AB",0.8371
"Interaction AB",0.9673
"Interaction AB",0.8732
"Interaction AB",0.0888
"Interaction AB",0.0332
"Interaction AB",0.7252
"Interaction AB",0.4768
"Interaction AB",0.5059
"Interaction AB",0.6817
"Interaction AB",0.0111
"Interaction AB",0.1138
"Interaction AB",0.5331
"Interaction AB",0.9852
"Interaction AB",0.6817
"Interaction AB",0.973
"Interaction AB",0.2578
"Interaction AB",0.3706
"Interaction AB",0.9121
"Interaction AB",0.2443
"Interaction AB",0.0236
"Interaction AB",0.5736
"Interaction AB",0.2971
"Interaction AB",0.2563
"Interaction AB",0.6982
"Interaction AB",0.3598
"Interaction AB",0.1788
"Interaction AB",0.5677
"Interaction AB",0.3163
"Interaction AB",0.7219
"Interaction AB",0.2459
"Interaction AB",0.7118
"Interaction AB",0.6658
"Interaction AB",0.3394
"Interaction AB",0.5824
"Interaction AB",0.6812
"Interaction AB",0.3081
"Interaction AB",0.6422
"Interaction AB",0.9767
"Interaction AB",0.2862
"Interaction AB",0.2562
"Interaction AB",0.8475
"Interaction AB",0.572
"Interaction AB",0.4245
"Interaction AB",0.6001
"Interaction AB",0.9416
"Interaction AB",0.07
"Interaction AB",0.3445
"Interaction AB",0.1398
"Interaction AB",0.9205
"Interaction AB",0.8588
"Interaction AB",0.3972
"Interaction AB",0.2253
"Interaction AB",0.8356
"Interaction AB",0.0702
"Interaction AB",0.5752
"Interaction AB",0.0153
"Interaction AB",0.0662
"Interaction AB",0.0544
"Interaction AB",0.2798
"Interaction AB",0.3025
"Interaction AB",0.1588
"Interaction AB",0.295
"Interaction AB",0.00949999999999995
"Interaction AB",0.9713
"Interaction AB",0.8917
"Interaction AB",0.1261
"Interaction AB",0.5344
"Interaction AB",0.7996
"Interaction AB",0.00929999999999997
"Interaction AB",0.2419
"Interaction AB",0.8712
"Interaction AB",0.7311
"Interaction AB",0.7623
"Interaction AB",0.6005
"Interaction AB",0.9038
"Interaction AB",0.5378
"Interaction AB",0.1952
"Interaction AB",0.5198
"Interaction AB",0.00819999999999999
"Interaction AB",0.6617
"Interaction AB",0.4767
"Interaction AB",0.1185
"Interaction AB",0.8287
"Interaction AB",0.3905
"Interaction AB",0.6665
"Interaction AB",0.8277
"Interaction AB",0.1638
"Interaction AB",0.7921
"Interaction AB",0.6971
"Interaction AB",0.3674
"Interaction AB",0.0697
"Interaction AB",0.3397
"Interaction AB",0.108
"Interaction AB",0.9592
"Interaction AB",0.8594
"Interaction AB",0.4192
"Interaction AB",0.9073
"Interaction AB",0.2133
"Interaction AB",0.8041
"Interaction AB",0.2096
"Interaction AB",0.0241
"Interaction AB",0.9342
"Interaction AB",0.1706
"Interaction AB",0.5786
"Interaction AB",0.1131
"Interaction AB",0.6688
"Interaction AB",0.6693
"Interaction AB",0.264
"Interaction AB",0.3114
"Interaction AB",0.9419
"Interaction AB",0.4686
"Interaction AB",0.3013
"Interaction AB",0.5404
"Interaction AB",0.4451
"Interaction AB",0.2323
"Interaction AB",0.6671
"Interaction AB",0.3674
"Interaction AB",0.609
"Interaction AB",0.8212
"Interaction AB",0.5052
"Interaction AB",0.4904
"Interaction AB",0.8947
"Interaction AB",0.9447
"Interaction AB",0.0784
"Interaction AB",0.7535
"Interaction AB",0.0177
"Interaction AB",0.1189
"Interaction AB",0.1166
"Interaction AB",0.3761
"Interaction AB",0.6177
"Interaction AB",0.2279
"Interaction AB",0.4163
"Interaction AB",0.7713
"Interaction AB",0.3857
"Interaction AB",0.6784
"Interaction AB",0.0309
"Interaction AB",0.934
"Interaction AB",0.7029
"Interaction AB",0.676
"Interaction AB",0.654
"Interaction AB",0.7445
"Interaction AB",0.5854
"Interaction AB",0.0392
"Interaction AB",0.5025
"Interaction AB",0.127
"Interaction AB",0.2831
"Interaction AB",0.9531
"Interaction AB",0.9123
"Interaction AB",0.0168
"Interaction AB",0.4282
"Interaction AB",0.0774
"Interaction AB",0.1063
"Interaction AB",0.3808
"Interaction AB",0.7806
"Interaction AB",0.2866
"Interaction AB",0.2295
"Interaction AB",0.2013
"Interaction AB",0.674
"Interaction AB",0.1728
"Interaction AB",0.3641
"Interaction AB",0.6129
"Interaction AB",0.6172
"Interaction AB",0.2595
"Interaction AB",0.2257
"Interaction AB",0.6509
"Interaction AB",0.6531
"Interaction AB",0.9271
"Interaction AB",0.3281
"Interaction AB",0.6002
"Interaction AB",0.0768
"Interaction AB",0.8613
"Interaction AB",0.8979
"Interaction AB",0.2413
"Interaction AB",0.5072
"Interaction AB",0.1769
"Interaction AB",0.2983
"Interaction AB",0.7416
"Interaction AB",0.278
"Interaction AB",0.4958
"Interaction AB",0.483
"Interaction AB",0.1773
"Interaction AB",0.0397999999999999
"Interaction AB",0.487
"Interaction AB",0.674
"Interaction AB",0.4967
"Interaction AB",0.6415
"Interaction AB",0.7178
"Interaction AB",0.7473
"Interaction AB",0.0505
"Interaction AB",0.1364
"Interaction AB",0.0649
"Interaction AB",0.4659
"Interaction AB",0.6772
"Interaction AB",0.4555
"Interaction AB",0.9749
"Interaction AB",0.7287
"Interaction AB",0.9661
"Interaction AB",0.7036
"Interaction AB",0.729
"Interaction AB",0.3126
"Interaction AB",0.4146
"Interaction AB",0.166
"Interaction AB",0.1103
"Interaction AB",0.2625
"Interaction AB",0.0438
"Interaction AB",0.6056
"Interaction AB",0.4392
"Interaction AB",0.5512
"Interaction AB",0.1882
"Interaction AB",0.6254
"Interaction AB",0.082
"Interaction AB",0.7506
"Interaction AB",0.5942
"Interaction AB",0.3481
"Interaction AB",0.7939
"Interaction AB",0.0947
"Interaction AB",0.6305
"Interaction AB",0.9331
"Interaction AB",0.922
"Interaction AB",0.7242
"Interaction AB",0.8727
"Interaction AB",0.6906
"Interaction AB",0.3991
"Interaction AB",0.1318
"Interaction AB",0.9249
"Interaction AB",0.2665
"Interaction AB",0.5678
"Interaction AB",0.5247
"Interaction AB",0.488
"Interaction AB",0.6252
"Interaction AB",0.3626
"Interaction AB",0.2857
"Interaction AB",0.0196
"Interaction AB",0.5326
"Interaction AB",0.7378
"Interaction AB",0.8958
"Interaction AB",0.5332
"Interaction AB",0.0241
"Interaction AB",0.1283
"Interaction AB",0.4462
"Interaction AB",0.8444
"Interaction AB",0.4898
"Interaction AB",0.2125
"Interaction AB",0.7416
"Interaction AB",0.3983
"Interaction AB",0.3207
"Interaction AB",0.3115
"Interaction AB",0.8785
"Interaction AB",0.1294
"Interaction AB",0.6233
"Interaction AB",0.0646
"Interaction AB",0.454
"Interaction AB",0.0245
"Interaction AB",0.7144
"Interaction AB",0.9307
"Interaction AB",0.295
"Interaction AB",0.2294
"Interaction AB",0.2581
"Interaction AB",0.9608
"Interaction AB",0.5638
"Interaction AB",0.9655
"Interaction AB",0.8571
"Interaction AB",0.6234
"Interaction AB",0.6733
"Interaction AB",0.3676
"Interaction AB",0.8376
"Interaction AB",0.4742
"Interaction AB",0.7654
"Interaction AB",0.2814
"Interaction AB",0.2462
"Interaction AB",0.00439999999999996
"Interaction AB",0.913
"Interaction AB",0.8824
"Interaction AB",0.943
"Interaction AB",0.9009
"Interaction AB",0.0669999999999999
"Interaction AB",0.1015
"Interaction AB",0.6991
"Interaction AB",0.9076
"Interaction AB",0.4622
"Interaction AB",0.2347
"Interaction AB",0.4841
"Interaction AB",0.6568
"Interaction AB",0.8928
"Interaction AB",0.7368
"Interaction AB",0.7626
"Interaction AB",0.2317
"Interaction AB",0.9078
"Interaction AB",0.6467
"Interaction AB",0.9436
"Interaction AB",0.3248
"Interaction AB",0.2535
"Interaction AB",0.448
"Interaction AB",0.2791
"Interaction AB",0.5483
"Interaction AB",0.1393
"Interaction AB",0.5764
"Interaction AB",0.5406
"Interaction AB",0.706
"Interaction AB",0.2698
"Interaction AB",0.3982
"Interaction AB",0.7244
"Interaction AB",0.1313
"Interaction AB",0.0113
"Interaction AB",0.6183
"Interaction AB",0.3792
"Interaction AB",0.3545
"Interaction AB",0.8067
"Interaction AB",0.3206
"Interaction AB",0.974
"Interaction AB",0.5582
"Interaction AB",0.8759
"Interaction AB",0.3544
"Interaction AB",0.8647
"Interaction AB",0.3361
"Interaction AB",0.585
"Interaction AB",0.6022
"Interaction AB",0.6772
"Interaction AB",0.023
"Interaction AB",0.6177
"Interaction AB",0.1633
"Interaction AB",0.1525
"Interaction AB",0.1616
"Interaction AB",0.8105
"Interaction AB",0.3387
"Interaction AB",0.2816
"Interaction AB",0.012
"Interaction AB",0.0417
"Interaction AB",0.7151
"Interaction AB",0.0873
"Interaction AB",0.7546
"Interaction AB",0.5775
"Interaction AB",0.5585
"Interaction AB",0.4761
"Interaction AB",0.4327
"Interaction AB",0.386
"Interaction AB",0.4603
"Interaction AB",0.8325
"Interaction AB",0.8209
"Interaction AB",0.7655
"Interaction AB",0.1461
"Interaction AB",0.6415
"Interaction AB",0.4349
"Interaction AB",0.2276
"Interaction AB",0.9828
"Interaction AB",0.3813
"Interaction AB",0.9901
"Interaction AB",0.7208
"Interaction AB",0.7154
"Interaction AB",0.7272
"Interaction AB",0.485
"Interaction AB",0.3857
"Interaction AB",0.9363
"Interaction AB",0.6457
"Interaction AB",0.5442
"Interaction AB",0.3069
"Interaction AB",0.6133
"Interaction AB",0.2059
"Interaction AB",0.3412
"Interaction AB",0.8455
"Interaction AB",0.6795
"Interaction AB",0.5204
"Interaction AB",0.351
"Interaction AB",0.2753
"Interaction AB",0.7917
"Interaction AB",0.2265
"Interaction AB",0.2345
"Interaction AB",0.389
"Interaction AB",0.000600000000000045
"Interaction AB",0.2181
"Interaction AB",0.4192
"Interaction AB",0.6602
"Interaction AB",0.703
"Interaction AB",0.1495
"Interaction AB",0.3925
"Interaction AB",0.1052
"Interaction AB",0.0939
"Interaction AB",0.2821
"Interaction AB",0.4504
"Interaction AB",0.3827
"Interaction AB",0.9324
"Interaction AB",0.1211
"Interaction AB",0.003
"Interaction AB",0.5052
"Interaction AB",0.714
"Interaction AB",0.3727
"Interaction AB",0.9098
"Interaction AB",0.8005
"Interaction AB",0.4628
"Interaction AB",0.6195
"Interaction AB",0.1926
"Interaction AB",0.9186
"Interaction AB",0.5597
"Interaction AB",0.3798
"Interaction AB",0.2281
"Interaction AB",0.847
